temperature,humidity,pressure,gas,altitude,xg,yg,zg,mic,emf,light,ain,vMic,vEmf,vLight,vAin,us_raw,us_compensated,time_of_flight,status,,,,,
31.336746,14.148034,100,400,52.500294,0.023438,-0.017578,0.992188,7,689,691,201,0.021,2.067,2.073,0.603,2817,1992.251953,10235807.86,Not Cooking,,,,,
31.338003,14.341975,100,390,52.417416,0.021484,-0.013672,1.011719,9,687,690,202,0.027,2.061,2.07,0.606,2378,1979.866699,10177583.7,Not Cooking,,,,,
31.338003,14.48636,100,387,52.417416,0.033203,-0.021484,0.974609,7,686,674,202,0.021,2.058,2.022,0.606,1967,1979.161377,10177583.7,Not Cooking,,,,,
31.340832,14.601134,100,387,52.500294,0.029297,-0.009766,1.005859,9,687,703,203,0.027,2.061,2.109,0.609,1779,1982.093384,10195050.95,Not Cooking,,,,,
31.341146,14.725888,100,391,52.417416,0.021484,-0.009766,1.003906,7,688,641,202,0.021,2.064,1.923,0.606,2021,1970.04187,10136826.78,Not Cooking,,,,,
31.338318,14.845631,100,389,52.333527,0.025391,-0.017578,1.017578,9,688,703,202,0.027,2.064,2.109,0.606,1706,1965.968628,10119359.53,Not Cooking,,,,,
31.336432,14.910526,100,386,52.333527,0.021484,-0.009766,1.009766,7,686,654,202,0.021,2.058,1.962,0.606,1947,1972.480469,10154294.03,Not Cooking,,,,,
31.337688,14.975607,100,383,52.417416,0.025391,0,0.994141,7,687,703,202,0.021,2.061,2.109,0.606,2676,1972.188721,10154294.03,Not Cooking,,,,,
31.336432,15.000566,100,382,52.500294,0.025391,-0.007812,1,9,688,642,202,0.027,2.064,1.926,0.606,1748,1976.61731,10177583.7,Not Cooking,,,,,
31.338947,15.055747,100,380,52.417416,0.017578,-0.015625,0.996094,8,688,700,202,0.024,2.064,2.1,0.606,2511,1979.830444,10195050.95,Not Cooking,,,,,
31.341776,15.085928,100,377,52.500294,0.015625,-0.007812,1.017578,7,687,701,202,0.021,2.061,2.103,0.606,1806,1976.309204,10177583.7,Not Cooking,,,,,
31.346491,15.081147,100,381,52.500294,0.019531,-0.011719,1.009766,9,687,671,203,0.027,2.061,2.013,0.609,2439,1971.853149,10154294.03,Not Cooking,,,,,
31.34869,15.031187,100,383,52.417416,0.015625,-0.017578,1,9,688,663,200,0.027,2.064,1.989,0.6,2072,1984.725464,10218340.61,Not Cooking,,,,,
31.351206,14.946246,100,392,52.417416,0.023438,-0.009766,1.011719,9,687,691,203,0.027,2.061,2.073,0.609,2839,1163.608032,6037845.706,Not Cooking,,,,,
31.349949,14.896174,100,391,52.417416,0.021484,-0.005859,0.992188,8,686,657,202,0.024,2.058,1.971,0.606,1864,966.902283,5036390.102,Not Cooking,,,,,
31.346491,14.866013,100,402,52.417416,0.023438,-0.009766,0.998047,8,687,702,202,0.024,2.061,2.106,0.606,2481,1108.850586,5758369.723,Not Cooking,,,,,
31.340519,14.840739,100,396,52.417416,0.017578,-0.019531,1.001953,8,688,656,202,0.024,2.064,1.968,0.606,2847,1980.914551,10195050.95,Not Cooking,,,,,
31.347748,14.846082,100,396,52.417416,0.021484,-0.007812,1,8,688,697,202,0.024,2.064,2.091,0.606,1703,1159.278564,6014556.041,Not Cooking,,,,,
31.350262,14.866195,100,391,52.417416,0.013672,-0.015625,1.005859,9,687,699,202,0.027,2.061,2.097,0.606,2062,-22.998877,0,Not Cooking,,,,,
31.346806,14.911025,100,387,52.417416,0.017578,-0.011719,0.994141,8,687,639,203,0.024,2.061,1.917,0.609,2813,-22.998877,0,Not Cooking,,,,,
31.349005,14.961145,100,383,52.333527,0.021484,-0.009766,0.980469,9,687,690,201,0.027,2.061,2.07,0.603,2161,-22.998877,0,Not Cooking,,,,,
31.352463,14.966315,100,381,52.333527,0.017578,-0.003906,0.998047,8,687,702,201,0.024,2.061,2.106,0.603,2425,-22.998877,0,Not Cooking,,,,,
31.356548,14.941501,100,383,52.333527,0.023438,-0.009766,1.005859,8,688,701,202,0.024,2.064,2.103,0.606,2051,-22.998877,0,Not Cooking,,,,,
31.360636,14.906688,100,388,52.333527,0.017578,-0.017578,0.996094,9,687,702,201,0.027,2.061,2.106,0.603,2360,1470.559937,7598253.275,Not Cooking,,,,,
31.363779,14.901839,100,390,52.333527,0.015625,-0.015625,0.994141,8,687,648,202,0.024,2.061,1.944,0.606,2508,1501.527832,7755458.515,Not Cooking,,,,,
31.365665,14.936938,100,392,52.249638,0.029297,-0.013672,0.990234,9,688,703,203,0.027,2.064,2.109,0.609,2851,-22.998877,0,Not Cooking,,,,,
31.366608,14.956992,100,395,52.333527,0.013672,-0.009766,1.001953,8,687,666,202,0.024,2.061,1.998,0.606,2851,601.853516,3179039.301,Not Cooking,,,,,
31.366608,14.916978,100,397,52.333527,0.017578,-0.017578,1.003906,7,688,638,202,0.021,2.064,1.914,0.606,2257,-22.998877,0,Not Cooking,,,,,
31.364094,14.921858,100,393,52.333527,0.019531,-0.007812,0.990234,7,687,679,202,0.021,2.061,2.037,0.606,1818,-22.998877,0,Not Cooking,,,,,
31.366608,14.92698,100,395,52.249638,0.011719,-0.015625,0.984375,7,687,667,201,0.021,2.061,2.001,0.603,2535,-22.998877,0,Not Cooking,,,,,
31.370062,14.947154,100,382,52.333527,0.019531,-0.021484,1.013672,7,688,701,202,0.021,2.064,2.103,0.606,2183,1568.981323,8098981.077,Not Cooking,,,,,1740-1750
31.372263,14.957265,100,373,52.333527,0.021484,-0.015625,0.998047,9,686,663,202,0.027,2.058,1.989,0.606,1728,-22.998877,0,Not Cooking,,,,,
31.372263,15.022319,100,372,52.417416,0.023438,-0.001953,1.003906,7,687,638,203,0.021,2.061,1.914,0.609,2715,-22.998877,0,Not Cooking,,,,,
31.372578,15.107459,100,373,52.417416,0.015625,-0.007812,1.001953,10,686,665,203,0.03,2.058,1.995,0.609,2131,1532.932739,7918486.172,Not Cooking,,,,,
31.374777,15.152659,100,381,52.417416,0.021484,-0.017578,0.996094,7,687,706,203,0.021,2.061,2.118,0.609,2470,-22.998877,0,Not Cooking,,,,,
31.37352,15.192696,100,382,52.417416,0.021484,-0.019531,0.988281,8,689,689,203,0.024,2.067,2.067,0.609,1786,-22.998877,0,Not Cooking,,,,,
31.374149,15.167662,100,373,52.417416,0.015625,-0.009766,1,7,687,698,202,0.021,2.061,2.094,0.606,2670,3017.533691,15475982.53,Not Cooking,,,,,
30.957989,14,100,429,53.839603,0.025391,-0.013672,1.005859,9,686,673,204,0.027,2.058,2.019,0.612,2354,1981.50354,10195050.95,Not Cooking,,,,,
30.837921,14.080591,100,410,53.839603,0.023438,-0.005859,0.994141,9,685,679,204,0.027,2.055,2.037,0.612,2339,1973.624023,10177583.7,Not Cooking,,,,,
30.766256,14.092205,100,406,53.755703,0.017578,-0.017578,0.994141,8,687,703,203,0.024,2.061,2.109,0.609,2639,1970.964355,10177583.7,Not Cooking,,,,,
30.721622,14.119919,100,404,53.755703,0.017578,-0.013672,1,7,686,696,202,0.021,2.058,2.088,0.606,2539,1969.448975,10177583.7,Not Cooking,,,,,
30.693335,14.153337,100,399,53.755703,0.015625,-0.013672,1.007812,8,685,671,203,0.024,2.055,2.013,0.609,2617,1967.666016,10177583.7,Not Cooking,,,,,
30.67919,14.167571,100,396,53.672306,0.03125,-0.023438,0.992188,7,686,694,201,0.021,2.058,2.082,0.603,2073,1967.308472,10177583.7,Not Cooking,,,,,
30.667873,14.152176,100,394,53.672306,0.015625,-0.019531,1,9,687,643,203,0.027,2.061,1.929,0.609,1723,1967.15332,10177583.7,Not Cooking,,,,,
30.662531,14.127142,100,387,53.672306,0.013672,-0.007812,1,8,687,705,203,0.024,2.061,2.115,0.609,2133,1975.136597,10218340.61,Not Cooking,,,,,
30.654043,14.146585,100,382,53.755703,0.019531,-0.015625,1.021484,7,685,654,201,0.021,2.055,1.962,0.603,1925,1970.314331,10195050.95,Not Cooking,,,,,
30.654673,14.201171,100,385,53.672306,0.023438,-0.017578,0.994141,9,686,705,203,0.027,2.058,2.115,0.609,2465,1966.645386,10177583.7,Not Cooking,,,,,
30.649958,14.24561,100,393,53.755703,0.025391,-0.009766,1,7,686,685,200,0.021,2.058,2.055,0.6,2548,1969.746338,10195050.95,Not Cooking,,,,,
30.654987,14.265697,100,397,53.672306,0.023438,-0.011719,1.025391,8,687,663,203,0.024,2.061,1.989,0.609,2219,1966.336426,10177583.7,Not Cooking,,,,,
30.659073,14.260921,100,405,53.755703,0.025391,-0.009766,1.003906,8,687,705,202,0.024,2.061,2.115,0.606,2390,1966.443115,10177583.7,Not Cooking,,,,,
30.670704,14.241602,100,411,53.755703,0.017578,-0.013672,1.005859,9,685,655,203,0.027,2.055,1.965,0.609,2581,1962.220825,10154294.03,Not Cooking,,,,,
30.681391,14.222241,100,414,53.755703,0.019531,-0.005859,1.001953,8,686,702,203,0.024,2.058,2.106,0.609,2980,1967.086182,10177583.7,Not Cooking,,,,,
30.680447,14.197389,100,415,53.839603,0.023438,-0.015625,0.988281,8,686,661,202,0.024,2.058,1.983,0.606,2551,1962.634155,10154294.03,Not Cooking,,,,,
30.681705,14.167685,100,419,53.672306,0.019531,-0.007812,0.986328,9,687,704,203,0.027,2.061,2.112,0.609,2210,1962.804443,10154294.03,Not Cooking,,,,,
30.688934,14.128345,100,418,53.755703,0.017578,-0.011719,0.988281,7,685,663,200,0.021,2.055,1.989,0.6,2016,1967.698486,10177583.7,Not Cooking,,,,,
30.692392,14.123544,100,421,53.755703,0.025391,-0.007812,1.013672,9,686,708,202,0.027,2.058,2.124,0.606,2343,1963.236694,10154294.03,Not Cooking,,,,,
30.691763,14.083858,100,422,53.755703,0.013672,0,1.009766,10,686,652,201,0.03,2.058,1.956,0.603,2074,1967.973511,10177583.7,Not Cooking,,,,,
30.689877,14.063951,100,424,53.672306,0.021484,0.005859,0.974609,7,687,705,203,0.021,2.061,2.115,0.609,2221,1968.032227,10177583.7,Not Cooking,,,,,
30.692392,14.054153,100,427,53.672306,0.017578,-0.009766,0.994141,8,685,655,202,0.024,2.055,1.965,0.606,1805,1968.131348,10177583.7,Not Cooking,,,,,
30.693964,14.074045,100,428,53.755703,0.019531,-0.015625,1.005859,9,686,708,201,0.027,2.058,2.124,0.603,2600,1968.066162,10177583.7,Not Cooking,,,,,
30.699619,14.089172,100,428,53.755703,0.013672,-0.003906,1.017578,9,686,644,202,0.027,2.058,1.932,0.606,2248,1963.551025,10154294.03,Not Cooking,,,,,
30.704962,14.104285,100,428,53.755703,0.027344,-0.007812,1.013672,9,687,705,201,0.027,2.061,2.115,0.603,2577,1963.585938,10154294.03,Not Cooking,,,,,
30.711563,14.099627,100,424,53.839603,0.023438,-0.007812,1.011719,7,685,665,201,0.021,2.055,1.995,0.603,2646,1963.742676,10154294.03,Not Cooking,,,,,
30.715336,14.089887,100,428,53.672306,0.021484,-0.013672,0.998047,9,686,705,203,0.027,2.058,2.115,0.609,1783,1963.866699,10154294.03,Not Cooking,,,,,
30.713764,14.079903,100,426,53.672306,0.019531,-0.009766,0.988281,7,686,690,202,0.021,2.058,2.07,0.606,1744,1963.883423,10154294.03,Not Cooking,,,,,
30.713449,14.065021,100,426,53.588406,0.027344,-0.011719,0.998047,9,688,685,201,0.027,2.064,2.055,0.603,1706,1963.949707,10154294.03,Not Cooking,,,,,
30.716593,14.065162,100,425,53.421112,0.017578,-0.007812,1.001953,9,686,694,203,0.027,2.058,2.082,0.609,2889,1960.594727,10136826.78,Not Cooking,,,,,
30.718792,14.065263,100,428,53.504505,0.023438,-0.009766,1.017578,9,686,705,202,0.027,2.058,2.115,0.606,2649,1960.638794,10136826.78,Not Cooking,,,,,
30.722879,14.065449,100,431,53.421112,0.019531,-0.011719,1,7,686,684,202,0.021,2.058,2.052,0.606,2555,1960.720703,10136826.78,Not Cooking,,,,,
30.726023,14.060636,100,425,53.421112,0.021484,-0.007812,0.988281,8,688,673,203,0.024,2.064,2.019,0.609,2244,1972.202515,10195050.95,Not Cooking,,,,,
30.728222,14.070646,100,422,53.337723,0.023438,-0.011719,1.005859,9,685,657,202,0.027,2.055,1.971,0.606,2728,1960.803711,10136826.78,Not Cooking,,,,,
30.731052,14.080688,100,418,53.421112,0.019531,-0.007812,1.001953,9,686,709,202,0.027,2.058,2.127,0.606,2418,1964.230713,10154294.03,Not Cooking,,,,,
30.73608,14.085875,100,417,53.504505,0.021484,-0.011719,1.001953,9,687,640,203,0.027,2.061,1.92,0.609,2602,1964.307617,10154294.03,Not Cooking,,,,,
30.74111,14.100974,100,410,53.588406,0.015625,-0.005859,1.007812,7,687,706,203,0.021,2.061,2.118,0.609,2638,1960.91748,10136826.78,Not Cooking,,,,,
30.746769,14.126023,100,398,53.588406,0.019531,-0.009766,1.015625,8,685,667,201,0.024,2.055,2.001,0.603,2372,1964.328979,10154294.03,Not Cooking,,,,,
30.749283,14.175735,100,379,53.672306,0.023438,-0.005859,0.996094,8,686,694,202,0.024,2.058,2.082,0.606,2432,1972.113525,10195050.95,Not Cooking,,,,,
30.753368,14.235472,100,358,53.672306,0.03125,-0.009766,0.994141,8,688,688,203,0.024,2.064,2.064,0.609,2866,1960.511597,10136826.78,Not Cooking,,,,,
30.755569,14.290184,100,348,53.588406,0.023438,0,1.015625,8,685,663,204,0.024,2.055,1.989,0.612,2531,1963.70752,10154294.03,Not Cooking,,,,,
30.758398,14.33005,100,341,53.504505,0.03125,-0.009766,1.005859,8,686,707,201,0.024,2.058,2.121,0.603,2681,1960.153442,10136826.78,Not Cooking,,,,,
30.762798,14.355097,100,334,53.421112,0.021484,-0.015625,1.007812,7,686,641,203,0.021,2.058,1.923,0.609,2481,1960.120728,10136826.78,Not Cooking,,,,,
30.767513,14.375193,100,335,53.421112,0.021484,-0.009766,1.005859,9,687,704,202,0.027,2.061,2.112,0.606,2897,1960.11853,10136826.78,Not Cooking,,,,,
30.775997,14.380555,100,332,53.421112,0.025391,0.001953,1,8,685,671,201,0.024,2.055,2.013,0.603,1934,1960.264404,10136826.78,Not Cooking,,,,,
30.781027,14.380788,100,336,53.337723,0.015625,-0.005859,1.015625,7,686,703,201,0.021,2.058,2.109,0.603,2097,1968.339722,10177583.7,Not Cooking,,,,,
30.786686,14.356199,100,342,53.337723,0.021484,-0.013672,1.013672,9,688,697,203,0.027,2.064,2.091,0.609,2224,1964.0177,10154294.03,Not Cooking,,,,,
30.790771,14.316642,100,355,53.253822,0.011719,-0.011719,1,9,686,674,202,0.027,2.058,2.022,0.606,2035,1964.293579,10154294.03,Not Cooking,,,,,
30.792658,14.286928,100,367,53.337723,0.015625,-0.011719,0.998047,9,686,707,202,0.027,2.058,2.121,0.606,2690,1972.453735,10195050.95,Not Cooking,,,,,
30.796743,14.237463,100,377,53.337723,0.023438,-0.005859,1.007812,8,687,672,203,0.024,2.061,2.016,0.609,2099,1964.800659,10154294.03,Not Cooking,,,,,
30.800516,14.202892,100,385,53.337723,0.021484,-0.007812,1.001953,7,688,704,203,0.021,2.064,2.112,0.609,2903,1973.025269,10195050.95,Not Cooking,,,,,
30.795486,14.197699,100,384,53.421112,0.023438,-0.013672,1.003906,9,685,659,203,0.027,2.055,1.977,0.609,1983,1972.948242,10195050.95,Not Cooking,,,,,
30.798315,14.2425,100,373,53.421112,0.011719,-0.005859,1,9,686,707,202,0.027,2.058,2.121,0.606,2148,1972.786621,10195050.95,Not Cooking,,,,,
30.800201,14.272378,100,369,53.504505,0.017578,-0.009766,1.003906,9,687,640,201,0.027,2.061,1.92,0.603,1955,1972.678833,10195050.95,Not Cooking,,,,,
30.801458,14.287333,100,373,53.588406,0.027344,-0.017578,1.007812,7,687,703,202,0.021,2.061,2.109,0.606,2428,1972.631226,10195050.95,Not Cooking,,,,,
30.803345,14.292385,100,373,53.588406,0.019531,-0.013672,1.019531,9,686,692,203,0.027,2.058,2.076,0.609,1903,1964.666992,10154294.03,Not Cooking,,,,,
30.80743,14.317411,100,375,53.672306,0.021484,-0.005859,0.992188,7,687,673,200,0.021,2.061,2.019,0.6,2094,1961.208862,10136826.78,Not Cooking,,,,,
30.807117,14.337271,100,371,53.588406,0.017578,-0.007812,1.009766,7,687,702,203,0.021,2.061,2.106,0.609,2918,1964.524902,10154294.03,Not Cooking,,,,,
30.806803,14.377011,100,361,53.504505,0.019531,-0.015625,0.996094,7,685,654,203,0.021,2.055,1.962,0.609,2770,1960.90625,10136826.78,Not Cooking,,,,,
30.808689,14.45168,100,329,53.588406,0.009766,-0.007812,1.009766,9,686,704,201,0.027,2.058,2.112,0.603,2363,1971.974487,10195050.95,Not Cooking,,,,,
30.823776,14,100,299,53.755703,0.029297,-0.013672,1.007812,8,686,691,203,0.024,2.058,2.073,0.609,2315,1968.783325,10177583.7,Not Cooking,,,,,
30.822834,14.228733,100,331,53.672306,0.015625,-0.009766,0.990234,9,687,654,202,0.027,2.061,1.962,0.606,2610,1972.838135,10195050.95,Not Cooking,,,,,
30.822519,14.124517,100,345,53.755703,0.015625,-0.009766,1.009766,8,685,705,203,0.024,2.055,2.115,0.609,2549,1969.933716,10177583.7,Not Cooking,,,,,
30.823776,14.045249,100,357,53.755703,0.025391,-0.009766,0.986328,9,686,708,202,0.027,2.058,2.124,0.606,1838,1965.874634,10154294.03,Not Cooking,,,,,
30.824718,13.980881,100,366,53.755703,0.021484,0.003906,0.994141,8,687,641,202,0.024,2.061,1.923,0.606,2510,1963.196777,10136826.78,Not Cooking,,,,,
30.825663,13.926447,100,375,53.588406,0.019531,-0.015625,1.015625,9,687,691,202,0.027,2.061,2.073,0.606,2378,1974.800293,10195050.95,Not Cooking,,,,,
30.829748,13.906829,100,391,53.504505,0.025391,-0.007812,0.994141,8,686,688,203,0.024,2.058,2.064,0.609,2444,1963.480835,10136826.78,Not Cooking,,,,,
30.831635,13.892064,100,395,53.421112,0.021484,-0.007812,1.001953,7,688,704,202,0.021,2.064,2.112,0.606,2592,1971.646851,10177583.7,Not Cooking,,,,,
30.830063,13.887045,100,400,53.421112,0.013672,0,0.984375,7,685,655,204,0.021,2.055,1.965,0.612,2004,1967.185303,10136826.78,Not Cooking,,,,,
31.3116,13.799735,100,406,52.919254,0.03125,-0.005859,0.990234,8,686,683,201,0.024,2.058,2.049,0.603,1936,756.969299,3959243.086,Not Cooking,,,,,
31.311914,13.710655,100,416,52.835358,0.017578,-0.013672,0.992188,9,687,668,202,0.027,2.061,2.004,0.606,2714,835.155151,4355167.394,Not Cooking,,,,,
31.315685,13.631684,100,414,52.835358,0.011719,-0.003906,1.013672,9,688,653,203,0.027,2.064,1.959,0.609,2021,788.304382,4116448.326,Not Cooking,,,,,
31.322916,13.587514,100,417,52.751972,0.017578,-0.015625,1.005859,9,688,700,202,0.027,2.064,2.1,0.606,2277,752.871338,3935953.421,Not Cooking,,,,,
31.326687,13.553087,100,424,52.751972,0.027344,-0.009766,1.001953,7,686,654,202,0.021,2.058,1.962,0.606,2103,969.914795,5036390.102,Not Cooking,,,,,
31.329203,13.577906,100,426,52.668079,0.017578,-0.009766,1.003906,7,687,704,203,0.021,2.061,2.112,0.609,2701,914.783936,4756914.119,Not Cooking,,,,,
31.332031,13.5978,100,419,52.500294,0.019531,-0.017578,1.003906,8,687,667,202,0.024,2.061,2.001,0.606,2876,1967.311279,10096069.87,Not Cooking,,,,,
31.333288,13.652244,100,414,52.584187,0.025391,0,0.988281,9,689,695,202,0.027,2.067,2.085,0.606,1880,1175.175781,6078602.62,Not Cooking,,,,,
31.337376,13.662317,100,422,52.668079,0.027344,-0.017578,0.996094,7,686,660,202,0.021,2.058,1.98,0.606,2374,1983.174316,10177583.7,Not Cooking,,,,,
31.340832,13.687205,100,412,52.584187,0.017578,-0.013672,0.994141,9,687,708,201,0.027,2.061,2.124,0.603,2089,1975.089233,10136826.78,Not Cooking,,,,,
31.336117,13.686993,100,419,52.668079,0.017578,-0.007812,1.001953,8,687,661,203,0.024,2.061,1.983,0.609,1983,1971.552002,10119359.53,Not Cooking,,,,,
31.334545,13.721559,100,423,52.668079,0.025391,-0.011719,1.019531,7,688,704,202,0.021,2.064,2.112,0.606,2076,1971.352295,10119359.53,Not Cooking,,,,,
31.335489,13.741397,100,421,52.584187,0.021484,-0.015625,1.005859,8,687,673,204,0.024,2.061,2.019,0.612,2001,1986.191772,10195050.95,Not Cooking,,,,,
31.336432,13.781041,100,421,52.584187,0.023438,-0.015625,1.001953,9,687,695,202,0.027,2.061,2.085,0.606,2822,1977.985596,10154294.03,Not Cooking,,,,,
31.335489,13.939546,100,409,52.584187,0.019531,-0.013672,0.994141,8,687,696,203,0.024,2.061,2.088,0.609,2976,1977.193848,10154294.03,Not Cooking,,,,,
31.336746,14.148034,100,400,52.500294,0.023438,-0.017578,0.992188,7,689,691,201,0.021,2.067,2.073,0.603,2034,1992.251953,10235807.86,Not Cooking,,,,,
31.338003,14.341975,100,390,52.417416,0.021484,-0.013672,1.011719,9,687,690,202,0.027,2.061,2.07,0.606,2301,1979.866699,10177583.7,Not Cooking,,,,,
31.338003,14.48636,100,387,52.417416,0.033203,-0.021484,0.974609,7,686,674,202,0.021,2.058,2.022,0.606,1955,1979.161377,10177583.7,Not Cooking,,,,,
31.340832,14.601134,100,387,52.500294,0.029297,-0.009766,1.005859,9,687,703,203,0.027,2.061,2.109,0.609,1824,1982.093384,10195050.95,Not Cooking,,,,,
31.341146,14.725888,100,391,52.417416,0.021484,-0.009766,1.003906,7,688,641,202,0.021,2.064,1.923,0.606,1772,1970.04187,10136826.78,Not Cooking,,,,,
31.338318,14.845631,100,389,52.333527,0.025391,-0.017578,1.017578,9,688,703,202,0.027,2.064,2.109,0.606,2365,1965.968628,10119359.53,Not Cooking,,,,,
31.336432,14.910526,100,386,52.333527,0.021484,-0.009766,1.009766,7,686,654,202,0.021,2.058,1.962,0.606,2454,1972.480469,10154294.03,Not Cooking,,,,,
31.337688,14.975607,100,383,52.417416,0.025391,0,0.994141,7,687,703,202,0.021,2.061,2.109,0.606,2731,1972.188721,10154294.03,Not Cooking,,,,,
31.336432,15.000566,100,382,52.500294,0.025391,-0.007812,1,9,688,642,202,0.027,2.064,1.926,0.606,2794,1976.61731,10177583.7,Not Cooking,,,,,
31.338947,15.055747,100,380,52.417416,0.017578,-0.015625,0.996094,8,688,700,202,0.024,2.064,2.1,0.606,1835,1979.830444,10195050.95,Not Cooking,,,,,
31.341776,15.085928,100,377,52.500294,0.015625,-0.007812,1.017578,7,687,701,202,0.021,2.061,2.103,0.606,2448,1976.309204,10177583.7,Not Cooking,,,,,
31.346491,15.081147,100,381,52.500294,0.019531,-0.011719,1.009766,9,687,671,203,0.027,2.061,2.013,0.609,2880,1971.853149,10154294.03,Not Cooking,,,,,
31.34869,15.031187,100,383,52.417416,0.015625,-0.017578,1,9,688,663,200,0.027,2.064,1.989,0.6,2133,1984.725464,10218340.61,Not Cooking,,,,,
31.351206,14.946246,100,392,52.417416,0.023438,-0.009766,1.011719,9,687,691,203,0.027,2.061,2.073,0.609,2061,1163.608032,6037845.706,Not Cooking,,,,,
31.349949,14.896174,100,391,52.417416,0.021484,-0.005859,0.992188,8,686,657,202,0.024,2.058,1.971,0.606,1794,966.902283,5036390.102,Not Cooking,,,,,
31.346491,14.866013,100,402,52.417416,0.023438,-0.009766,0.998047,8,687,702,202,0.024,2.061,2.106,0.606,2643,1108.850586,5758369.723,Not Cooking,,,,,
31.340519,14.840739,100,396,52.417416,0.017578,-0.019531,1.001953,8,688,656,202,0.024,2.064,1.968,0.606,2796,1980.914551,10195050.95,Not Cooking,,,,,
31.347748,14.846082,100,396,52.417416,0.021484,-0.007812,1,8,688,697,202,0.024,2.064,2.091,0.606,1785,1159.278564,6014556.041,Not Cooking,,,,,
31.350262,14.866195,100,391,52.417416,0.013672,-0.015625,1.005859,9,687,699,202,0.027,2.061,2.097,0.606,2037,-22.998877,0,Not Cooking,,,,,
31.346806,14.911025,100,387,52.417416,0.017578,-0.011719,0.994141,8,687,639,203,0.024,2.061,1.917,0.609,2992,-22.998877,0,Not Cooking,,,,,
31.349005,14.961145,100,383,52.333527,0.021484,-0.009766,0.980469,9,687,690,201,0.027,2.061,2.07,0.603,2690,-22.998877,0,Not Cooking,,,,,
31.352463,14.966315,100,381,52.333527,0.017578,-0.003906,0.998047,8,687,702,201,0.024,2.061,2.106,0.603,2727,-22.998877,0,Not Cooking,,,,,
31.356548,14.941501,100,383,52.333527,0.023438,-0.009766,1.005859,8,688,701,202,0.024,2.064,2.103,0.606,2513,-22.998877,0,Not Cooking,,,,,
31.360636,14.906688,100,388,52.333527,0.017578,-0.017578,0.996094,9,687,702,201,0.027,2.061,2.106,0.603,2503,1470.559937,7598253.275,Not Cooking,,,,,
31.363779,14.901839,100,390,52.333527,0.015625,-0.015625,0.994141,8,687,648,202,0.024,2.061,1.944,0.606,2362,1501.527832,7755458.515,Not Cooking,,,,,
31.365665,14.936938,100,392,52.249638,0.029297,-0.013672,0.990234,9,688,703,203,0.027,2.064,2.109,0.609,2625,-22.998877,0,Not Cooking,,,,,
31.366608,14.956992,100,395,52.333527,0.013672,-0.009766,1.001953,8,687,666,202,0.024,2.061,1.998,0.606,2295,601.853516,3179039.301,Not Cooking,,,,,
31.366608,14.916978,100,397,52.333527,0.017578,-0.017578,1.003906,7,688,638,202,0.021,2.064,1.914,0.606,2890,-22.998877,0,Not Cooking,,,,,
31.364094,14.921858,100,393,52.333527,0.019531,-0.007812,0.990234,7,687,679,202,0.021,2.061,2.037,0.606,2865,-22.998877,0,Not Cooking,,,,,
31.366608,14.92698,100,395,52.249638,0.011719,-0.015625,0.984375,7,687,667,201,0.021,2.061,2.001,0.603,2252,-22.998877,0,Not Cooking,,,,,
31.370062,14.947154,100,382,52.333527,0.019531,-0.021484,1.013672,7,688,701,202,0.021,2.064,2.103,0.606,2641,1568.981323,8098981.077,Not Cooking,,,,,
31.372263,14.957265,100,373,52.333527,0.021484,-0.015625,0.998047,9,686,663,202,0.027,2.058,1.989,0.606,2269,-22.998877,0,Not Cooking,,,,,
31.372263,15.022319,100,372,52.417416,0.023438,-0.001953,1.003906,7,687,638,203,0.021,2.061,1.914,0.609,1871,-22.998877,0,Not Cooking,,,,,
31.372578,15.107459,100,373,52.417416,0.015625,-0.007812,1.001953,10,686,665,203,0.03,2.058,1.995,0.609,2909,1532.932739,7918486.172,Not Cooking,,,,,
31.374777,15.152659,100,381,52.417416,0.021484,-0.017578,0.996094,7,687,706,203,0.021,2.061,2.118,0.609,2514,-22.998877,0,Not Cooking,,,,,
31.37352,15.192696,100,382,52.417416,0.021484,-0.019531,0.988281,8,689,689,203,0.024,2.067,2.067,0.609,2249,-22.998877,0,Not Cooking,,,,,
31.374149,15.167662,100,373,52.417416,0.015625,-0.009766,1,7,687,698,202,0.021,2.061,2.094,0.606,2658,3017.533691,15475982.53,Not Cooking,,,,,
31.374462,15.107553,100,379,52.333527,0.025391,-0.011719,0.990234,8,687,659,202,0.024,2.061,1.977,0.606,1751,1520.377319,7854439.592,Not Cooking,,,,,
31.376978,15.072613,100,389,52.417416,0.019531,-0.011719,1.005859,8,689,697,200,0.024,2.067,2.091,0.6,1748,-22.998877,0,Not Cooking,,,,,
31.379492,15.112804,100,381,52.333527,0.025391,-0.003906,1.013672,9,687,705,200,0.027,2.061,2.115,0.6,1748,-22.998877,0,Not Cooking,,,,,
31.381693,15.22819,100,375,52.333527,0.021484,-0.013672,0.994141,7,688,661,202,0.021,2.064,1.983,0.606,1744,1481.14563,7656477.438,Not Cooking,,,,,
31.383265,15.373778,100,374,52.333527,0.019531,-0.013672,0.996094,9,688,697,202,0.027,2.064,2.091,0.606,1748,1909.427612,9839883.552,Not Cooking,,,,,
31.385778,15.514574,100,375,52.417416,0.023438,-0.005859,1.025391,8,687,701,202,0.024,2.061,2.103,0.606,1744,1978.539917,10195050.95,Not Cooking,,,,,
